
Predictions were generated on 29-Sep-2025 at 15:43:50 using HydroDyn Driver, compiled on Sep 29 2025 at 14:49:13 as a 64-bit application using double precision at commit v4.1.2-165-g1d0ee6c2-dirty
 linked with  NWTC Subroutine Library

Description from the driver input file: NREL 5.0 MW offshore baseline floating platform HydroDyn input properties for the OC4 Semi-submersible.

Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	B1Surge	B1Sway	B1Heave	B1Roll	B1Pitch	B1Yaw	B1TVxi	B1TVyi	B1TVzi	B1RVxi	B1RVyi	B1RVzi	B1TAxi	B1TAyi	B1TAzi	B1RAxi	B1RAyi	B1RAzi	B1WvsFxi	B1WvsFyi	B1WvsFzi	B1WvsMxi	B1WvsMyi	B1WvsMzi	B1HDSFxi	B1HDSFyi	B1HDSFzi	B1HDSMxi	B1HDSMyi	B1HDSMzi	B1RdtFxi	B1RdtFyi	B1RdtFzi	B1RdtMxi	B1RdtMyi	B1RdtMzi
    0.1125	   1.652539E-01	  -7.770538E+02	   1.419150E+06	   4.498454E+07	   4.315930E+07	  -4.393596E+06	   7.612870E+06	  -1.294068E+00	  -4.829507E+00	   1.476978E-04	   1.678162E-07	   3.312010E-02	  -1.832596E+00	   4.218293E-04	   1.775216E-03	   2.573701E-03	  -6.966911E-04	   1.853200E-04	  -7.995558E-07	   4.243459E-03	   4.622323E-03	   2.127229E-02	  -5.858097E-03	   1.696368E-03	  -2.934001E-06	  -3.296012E+05	   1.277745E+05	  -2.126200E+04	  -2.858106E+06	   9.053413E+06	   7.547368E+06	   0.000000E+00	   0.000000E+00	   1.398906E+08	   1.217966E+07	  -3.263596E+06	   0.000000E+00	   1.169434E+05	   4.689043E+05	  -3.127161E+05	   4.185947E+07	  -1.187421E+07	   1.436190E+04
    0.1250	   1.636661E-01	  -3.570515E+03	   1.440058E+06	   4.499085E+07	   4.288317E+07	  -4.967414E+06	   7.739510E+06	  -1.294062E+00	  -4.829485E+00	   1.815206E-04	   1.728641E-07	   3.311061E-02	  -1.832596E+00	   4.816380E-04	   1.821473E-03	   2.837181E-03	  -7.696000E-04	   2.068044E-04	  -8.092070E-07	   5.676400E-03	   2.588469E-03	   2.086190E-02	  -5.798132E-03	   1.756388E-03	   2.496517E-06	  -3.233694E+05	   1.297732E+05	  -2.437336E+04	  -2.801791E+06	   8.985501E+06	   7.731969E+06	   0.000000E+00	   0.000000E+00	   1.398904E+08	   1.217617E+07	  -3.262664E+06	   0.000000E+00	   1.127840E+05	   4.770931E+05	  -3.066916E+05	   4.160224E+07	  -1.218568E+07	  -1.205243E+04
    0.1375	   1.620700E-01	  -7.257276E+03	   1.457399E+06	   4.499722E+07	   4.273877E+07	  -5.566140E+06	   7.861237E+06	  -1.294056E+00	  -4.829463E+00	   2.186047E-04	   1.486843E-07	   3.310018E-02	  -1.832596E+00	   5.594574E-04	   1.844764E-03	   3.095492E-03	  -8.418455E-04	   2.290358E-04	  -7.503991E-07	   7.210898E-03	   1.024341E-03	   2.045165E-02	  -5.755415E-03	   1.819845E-03	   8.104611E-06	  -3.171991E+05	   1.317345E+05	  -2.748774E+04	  -2.745173E+06	   8.917229E+06	   7.914248E+06	   0.000000E+00	   0.000000E+00	   1.398903E+08	   1.217234E+07	  -3.261626E+06	   0.000000E+00	   1.082617E+05	   4.837195E+05	  -3.006700E+05	   4.142970E+07	  -1.251337E+07	  -3.933013E+04
    0.1500	   1.604647E-01	  -1.027053E+04	   1.470975E+06	   4.500362E+07	   4.273436E+07	  -6.126102E+06	   7.987298E+06	  -1.294048E+00	  -4.829439E+00	   2.588857E-04	   8.438896E-08	   3.308880E-02	  -1.832596E+00	   6.556412E-04	   1.851002E-03	   3.348628E-03	  -9.136435E-04	   2.520249E-04	  -6.247841E-07	   8.630362E-03	  -4.261003E-05	   2.004201E-02	  -5.731001E-03	   1.878527E-03	   1.308115E-05	  -3.110948E+05	   1.336561E+05	  -3.060436E+04	  -2.688284E+06	   8.848632E+06	   8.094158E+06	   0.000000E+00	   0.000000E+00	   1.398901E+08	   1.216816E+07	  -3.260482E+06	   0.000000E+00	   1.040820E+05	   4.886959E+05	  -2.946582E+05	   4.134712E+07	  -1.281648E+07	  -6.353382E+04
    0.1625	   1.588495E-01	  -1.114206E+04	   1.480875E+06	   4.501004E+07	   4.286562E+07	  -6.587563E+06	   8.126356E+06	  -1.294039E+00	  -4.829416E+00	   3.022988E-04	  -2.973248E-08	   3.307649E-02	  -1.832596E+00	   7.678841E-04	   1.846190E-03	   3.596602E-03	  -9.852144E-04	   2.756819E-04	  -4.439498E-07	   9.731772E-03	  -6.256573E-04	   1.963333E-02	  -5.724358E-03	   1.924735E-03	   1.667287E-05	  -3.050603E+05	   1.355359E+05	  -3.372247E+04	  -2.631159E+06	   8.779737E+06	   8.271646E+06	   0.000000E+00	   0.000000E+00	   1.398900E+08	   1.216364E+07	  -3.259227E+06	   0.000000E+00	   1.009061E+05	   4.920640E+05	  -2.886616E+05	   4.135177E+07	  -1.305676E+07	  -8.099821E+04
    0.1750	   1.572237E-01	  -8.714173E+03	   1.487542E+06	   4.501647E+07	   4.311335E+07	  -6.903270E+06	   8.285196E+06	  -1.294029E+00	  -4.829393E+00	   3.487795E-04	  -2.010675E-07	   3.306323E-02	  -1.832596E+00	   8.916414E-04	   1.836150E-03	   3.839433E-03	  -1.056772E-03	   2.998321E-04	  -2.279699E-07	   1.035476E-02	  -7.874947E-04	   1.922497E-02	  -5.733054E-03	   1.952382E-03	   1.829665E-05	  -2.991003E+05	   1.373714E+05	  -3.684132E+04	  -2.573828E+06	   8.710574E+06	   8.446664E+06	   0.000000E+00	   0.000000E+00	   1.398898E+08	   1.215878E+07	  -3.257857E+06	   0.000000E+00	   9.925588E+04	   4.940239E+05	  -2.826702E+05	   4.143148E+07	  -1.320397E+07	  -8.888628E+04
    0.1875	   1.555864E-01	  -2.297092E+03	   1.491786E+06	   4.502295E+07	   4.344318E+07	  -7.044867E+06	   8.467858E+06	  -1.294017E+00	  -4.829370E+00	   3.982637E-04	  -4.338634E-07	   3.304902E-02	  -1.832596E+00	   1.020583E-03	   1.825450E-03	   4.077117E-03	  -1.128480E-03	   3.242320E-04	  -3.003725E-09	   1.040347E-02	  -6.418826E-04	   1.881456E-02	  -5.752709E-03	   1.957827E-03	   1.761406E-05	  -2.932188E+05	   1.391606E+05	  -3.996018E+04	  -2.516324E+06	   8.641173E+06	   8.619162E+06	   0.000000E+00	   0.000000E+00	   1.398896E+08	   1.215358E+07	  -3.256372E+06	   0.000000E+00	   9.944271E+04	   4.949413E+05	  -2.766496E+05	   4.156433E+07	  -1.323999E+07	  -8.555170E+04
    0.2000	   1.539370E-01	   8.223497E+03	   1.494688E+06	   4.502952E+07	   4.380950E+07	  -7.007142E+06	   8.674836E+06	  -1.294003E+00	  -4.829348E+00	   4.506866E-04	  -7.287804E-07	   3.303388E-02	  -1.832596E+00	   1.147543E-03	   1.817159E-03	   4.309623E-03	  -1.200448E-03	   3.486059E-04	   2.018694E-07	   9.861114E-03	  -3.402915E-04	   1.839920E-02	  -5.777502E-03	   1.940418E-03	   1.459792E-05	  -2.874201E+05	   1.409011E+05	  -4.307828E+04	  -2.458680E+06	   8.571564E+06	   8.789095E+06	   0.000000E+00	   0.000000E+00	   1.398894E+08	   1.214804E+07	  -3.254771E+06	   0.000000E+00	   1.015199E+05	   4.953035E+05	  -2.705568E+05	   4.172124E+07	  -1.316157E+07	  -7.086295E+04
    0.2125	   1.522787E-01	   2.191963E+04	   1.495718E+06	   4.503669E+07	   4.409607E+07	  -6.791446E+06	   8.903146E+06	  -1.293988E+00	  -4.829325E+00	   5.059832E-04	  -1.082936E-06	   3.301778E-02	  -1.832596E+00	   1.265477E-03	   1.812354E-03	   4.536883E-03	  -1.272708E-03	   3.726812E-04	   3.588313E-07	   8.806987E-03	   1.396365E-06	   1.795638E-02	  -5.797111E-03	   1.901577E-03	   9.537607E-06	  -2.816876E+05	   1.426014E+05	  -4.619883E+04	  -2.400757E+06	   8.501613E+06	   8.956585E+06	   0.000000E+00	   0.000000E+00	   1.398892E+08	   1.214216E+07	  -3.253055E+06	   0.000000E+00	   1.050939E+05	   4.949838E+05	  -2.640614E+05	   4.183764E+07	  -1.297220E+07	  -4.622865E+04
    0.2250	   1.506150E-01	   3.832489E+04	   1.497986E+06	   4.504403E+07	   4.431220E+07	  -6.453470E+06	   9.146713E+06	  -1.293972E+00	  -4.829302E+00	   5.640846E-04	  -1.490424E-06	   3.300073E-02	  -1.832596E+00	   1.368781E-03	   1.811306E-03	   4.758331E-03	  -1.345120E-03	   3.962010E-04	   4.449988E-07	   7.357426E-03	   1.417284E-04	   1.750257E-02	  -5.808155E-03	   1.847259E-03	   2.992399E-06	  -2.760043E+05	   1.442702E+05	  -4.932501E+04	  -2.342418E+06	   8.431188E+06	   9.121794E+06	   0.000000E+00	   0.000000E+00	   1.398890E+08	   1.213593E+07	  -3.251226E+06	   0.000000E+00	   1.099170E+05	   4.952607E+05	  -2.574048E+05	   4.190968E+07	  -1.270492E+07	  -1.437077E+04
    0.2375	   1.489450E-01	   5.613216E+04	   1.502726E+06	   4.505156E+07	   4.440639E+07	  -6.045436E+06	   9.396862E+06	  -1.293954E+00	  -4.829279E+00	   6.249191E-04	  -1.943240E-06	   3.298273E-02	  -1.832596E+00	   1.453033E-03	   1.809711E-03	   4.974153E-03	  -1.417609E-03	   4.190159E-04	   4.453566E-07	   5.691486E-03	  -9.131127E-05	   1.703615E-02	  -5.804049E-03	   1.784230E-03	  -4.275329E-06	  -2.703738E+05	   1.459059E+05	  -5.245614E+04	  -2.283695E+06	   8.360320E+06	   9.284706E+06	   0.000000E+00	   0.000000E+00	   1.398888E+08	   1.212935E+07	  -3.249286E+06	   0.000000E+00	   1.154037E+05	   4.966895E+05	  -2.505637E+05	   4.190453E+07	  -1.239331E+07	   2.100083E+04
    0.2500	   1.472679E-01	   7.389577E+04	   1.510958E+06	   4.505929E+07	   4.433625E+07	  -5.625264E+06	   9.643784E+06	  -1.293936E+00	  -4.829257E+00	   6.884145E-04	  -2.432467E-06	   3.296379E-02	  -1.832596E+00	   1.516432E-03	   1.802492E-03	   5.184102E-03	  -1.489939E-03	   4.410403E-04	   3.549906E-07	   4.007422E-03	  -8.396967E-04	   1.655698E-02	  -5.779366E-03	   1.719985E-03	  -1.141378E-05	  -2.647992E+05	   1.475067E+05	  -5.559145E+04	  -2.224617E+06	   8.289043E+06	   9.445300E+06	   0.000000E+00	   0.000000E+00	   1.398885E+08	   1.212243E+07	  -3.247239E+06	   0.000000E+00	   1.209067E+05	   4.997294E+05	  -2.435359E+05	   4.179513E+07	  -1.207454E+07	   5.574152E+04
    0.2625	   1.455831E-01	   9.024256E+04	   1.523340E+06	   4.506716E+07	   4.407435E+07	  -5.248038E+06	   9.877979E+06	  -1.293916E+00	  -4.829234E+00	   7.544965E-04	  -2.949565E-06	   3.294390E-02	  -1.832596E+00	   1.559521E-03	   1.782823E-03	   5.388035E-03	  -1.561842E-03	   4.622858E-04	   1.795149E-07	   2.493581E-03	  -2.195035E-03	   1.606607E-02	  -5.730605E-03	   1.661651E-03	  -1.760633E-05	  -2.592845E+05	   1.490710E+05	  -5.873023E+04	  -2.165217E+06	   8.217384E+06	   9.603560E+06	   0.000000E+00	   0.000000E+00	   1.398883E+08	   1.211517E+07	  -3.245090E+06	   0.000000E+00	   1.258110E+05	   5.046768E+05	  -2.363360E+05	   4.156403E+07	  -1.178397E+07	   8.587823E+04
    0.2750	   1.438896E-01	   1.040959E+05	   1.540148E+06	   4.507513E+07	   4.360926E+07	  -4.957073E+06	   1.009162E+07	  -1.293897E+00	  -4.829212E+00	   8.230892E-04	  -3.487568E-06	   3.292309E-02	  -1.832596E+00	   1.585005E-03	   1.743006E-03	   5.585815E-03	  -1.633013E-03	   4.828455E-04	  -6.595987E-08	   1.297757E-03	  -4.195861E-03	   1.556642E-02	  -5.656303E-03	   1.614823E-03	  -2.218906E-05	  -2.538331E+05	   1.505968E+05	  -6.187177E+04	  -2.105524E+06	   8.145378E+06	   9.759471E+06	   0.000000E+00	   0.000000E+00	   1.398880E+08	   1.210757E+07	  -3.242841E+06	   0.000000E+00	   1.296348E+05	   5.116573E+05	  -2.290082E+05	   4.120394E+07	  -1.154939E+07	   1.081813E+05
    0.2875	   1.421867E-01	   1.148139E+05	   1.561189E+06	   4.508308E+07	   4.294896E+07	  -4.778272E+06	   1.027969E+07	  -1.293877E+00	  -4.829191E+00	   8.941150E-04	  -4.042007E-06	   3.290135E-02	  -1.832596E+00	   1.597146E-03	   1.675085E-03	   5.777360E-03	  -1.703136E-03	   5.028720E-04	  -3.591634E-07	   5.080855E-04	  -6.815290E-03	   1.506262E-02	  -5.557494E-03	   1.582845E-03	  -2.474903E-05	  -2.484483E+05	   1.520827E+05	  -6.501530E+04	  -2.045572E+06	   8.073056E+06	   9.913020E+06	   0.000000E+00	   0.000000E+00	   1.398877E+08	   1.209963E+07	  -3.240495E+06	   0.000000E+00	   1.320917E+05	   5.205851E+05	  -2.216201E+05	   4.072006E+07	  -1.138741E+07	   1.206430E+05
    0.3000	   1.404737E-01	   1.222884E+05	   1.585858E+06	   4.509089E+07	   4.211873E+07	  -4.716170E+06	   1.044075E+07	  -1.293857E+00	  -4.829171E+00	   9.674959E-04	  -4.611432E-06	   3.287871E-02	  -1.832596E+00	   1.601042E-03	   1.571852E-03	   5.962649E-03	  -1.771927E-03	   5.225510E-04	  -6.741431E-07	   1.393975E-04	  -9.968918E-03	   1.456039E-02	  -5.437421E-03	   1.566290E-03	  -2.518373E-05	  -2.431339E+05	   1.535268E+05	  -6.816014E+04	  -1.985391E+06	   8.000450E+06	   1.006419E+07	   0.000000E+00	   0.000000E+00	   1.398874E+08	   1.209136E+07	  -3.238056E+06	   0.000000E+00	   1.331346E+05	   5.311894E+05	  -2.142555E+05	   4.012857E+07	  -1.130090E+07	   1.227660E+05
    0.3125	   1.387496E-01	   1.269377E+05	   1.613158E+06	   4.509842E+07	   4.116000E+07	  -4.754130E+06	   1.057699E+07	  -1.293837E+00	  -4.829152E+00	   1.043154E-03	  -5.197465E-06	   3.285519E-02	  -1.832596E+00	   1.601628E-03	   1.427266E-03	   6.141730E-03	  -1.839142E-03	   5.420625E-04	  -9.852647E-07	   1.341978E-04	  -1.351796E-02	   1.406646E-02	  -5.301397E-03	   1.562997E-03	  -2.370809E-05	  -2.378931E+05	   1.549274E+05	  -7.130552E+04	  -1.925012E+06	   7.927594E+06	   1.021296E+07	   0.000000E+00	   0.000000E+00	   1.398872E+08	   1.208277E+07	  -3.235522E+06	   0.000000E+00	   1.329531E+05	   5.430231E+05	  -2.070135E+05	   3.945598E+07	  -1.127917E+07	   1.155980E+05
    0.3250	   1.370139E-01	   1.296349E+05	   1.641821E+06	   4.510554E+07	   4.012534E+07	  -4.857204E+06	   1.069392E+07	  -1.293817E+00	  -4.829135E+00	   1.121012E-03	  -5.804360E-06	   3.283080E-02	  -1.832596E+00	   1.602914E-03	   1.237306E-03	   6.314746E-03	  -1.904617E-03	   5.615535E-04	  -1.270923E-06	   3.724009E-04	  -1.728614E-02	   1.358806E-02	  -5.156169E-03	   1.568438E-03	  -2.082002E-05	  -2.327298E+05	   1.562828E+05	  -7.445072E+04	  -1.864467E+06	   7.854512E+06	   1.035931E+07	   0.000000E+00	   0.000000E+00	   1.398868E+08	   1.207386E+07	  -3.232896E+06	   0.000000E+00	   1.319409E+05	   5.555180E+05	  -2.000003E+05	   3.873597E+07	  -1.129978E+07	   1.015634E+05
    0.3375	   1.352655E-01	   1.315668E+05	   1.670447E+06	   4.511208E+07	   3.907299E+07	  -4.977804E+06	   1.079949E+07	  -1.293797E+00	  -4.829121E+00	   1.200996E-03	  -6.438164E-06	   3.280557E-02	  -1.832596E+00	   1.607225E-03	   1.000155E-03	   6.481923E-03	  -1.968269E-03	   5.811072E-04	  -1.516806E-06	   6.907922E-04	  -2.107854E-02	   1.313258E-02	  -5.009200E-03	   1.576450E-03	  -1.722580E-05	  -2.276473E+05	   1.575912E+05	  -7.759506E+04	  -1.803785E+06	   7.781239E+06	   1.050324E+07	   0.000000E+00	   0.000000E+00	   1.398865E+08	   1.206464E+07	  -3.230178E+06	   0.000000E+00	   1.306326E+05	   5.680462E+05	  -1.933244E+05	   3.800575E+07	  -1.133219E+07	   8.410073E+04
    0.3500	   1.335039E-01	   1.340475E+05	   1.697647E+06	   4.511791E+07	   3.806060E+07	  -5.063156E+06	   1.090291E+07	  -1.293777E+00	  -4.829110E+00	   1.283035E-03	  -7.105569E-06	   3.277952E-02	  -1.832596E+00	   1.614807E-03	   7.164509E-04	   6.643577E-03	  -2.030113E-03	   6.007298E-04	  -1.717982E-06	   9.086164E-04	  -2.470202E-02	   1.270705E-02	  -4.867882E-03	   1.580210E-03	  -1.373082E-05	  -2.226491E+05	   1.588510E+05	  -8.073774E+04	  -1.743001E+06	   7.707813E+06	   1.064472E+07	   0.000000E+00	   0.000000E+00	   1.398862E+08	   1.205513E+07	  -3.227366E+06	   0.000000E+00	   1.296198E+05	   5.799854E+05	  -1.870893E+05	   3.730220E+07	  -1.134256E+07	   6.713002E+04
    0.3625	   1.317281E-01	   1.383194E+05	   1.722197E+06	   4.512290E+07	   3.713918E+07	  -5.063334E+06	   1.101314E+07	  -1.293756E+00	  -4.829103E+00	   1.367063E-03	  -7.812650E-06	   3.275267E-02	  -1.832596E+00	   1.623705E-03	   3.891090E-04	   6.800108E-03	  -2.090245E-03	   6.203442E-04	  -1.879538E-06	   8.548976E-04	  -2.798604E-02	   1.231757E-02	  -4.738749E-03	   1.573259E-03	  -1.111710E-05	  -2.177389E+05	   1.600605E+05	  -8.387806E+04	  -1.682143E+06	   7.634256E+06	   1.078373E+07	   0.000000E+00	   0.000000E+00	   1.398859E+08	   1.204532E+07	  -3.224460E+06	   0.000000E+00	   1.294621E+05	   5.907865E+05	  -1.813844E+05	   3.665792E+07	  -1.129886E+07	   5.445743E+04
    0.3750	   1.299374E-01	   1.453705E+05	   1.743164E+06	   4.512694E+07	   3.634764E+07	  -4.938606E+06	   1.113762E+07	  -1.293736E+00	  -4.829101E+00	   1.453017E-03	  -8.563647E-06	   3.272504E-02	  -1.832596E+00	   1.629992E-03	   2.298126E-05	   6.951979E-03	  -2.148842E-03	   6.397986E-04	  -2.015690E-06	   3.936523E-04	  -3.080056E-02	   1.196879E-02	  -4.626780E-03	   1.550464E-03	  -1.002626E-05	  -2.129200E+05	   1.612178E+05	  -8.701533E+04	  -1.621243E+06	   7.560606E+06	   1.092027E+07	   0.000000E+00	   0.000000E+00	   1.398856E+08	   1.203524E+07	  -3.221462E+06	   0.000000E+00	   1.306046E+05	   6.000314E+05	  -1.762784E+05	   3.609779E+07	  -1.117566E+07	   4.920546E+04
